brand_name,url_string,category_name
"James Bond",www.007fragrances.com/,Celebrity
"Novak Djokovic",novakdjokovic.com/en/,Celebrity
"One Direction",www.onedirectionmusic.com/us/home/,Celebrity
"Sloane Stephens",sloanestephens.com/home/,Celebrity
"David Ferrer",www.davidferrer.com/,Celebrity
"Celine Dion",boutique.celinedion.com/en/,Celebrity
"Jessie J",www.jessiejofficial.com/,Celebrity
"Selena Gomez",selenagomez.com/,Celebrity
"Elizabeth Taylor",elizabethtaylor.com/,Celebrity
"jacks test brand edit",www.dailygalaxy.com,Celebrity
Patagonia,www.patagonia.com/,Sportswear
"Quiksilver ",www.quiksilver.com/,Sportswear
Reebok,www.reebok.com/,Sportswear
Saucony,www.saucony.com/,Sportswear
Teva,www.teva.com/,Sportswear
"The North Face",www.thenorthface.com/,Sportswear
Timberland,www.timberland.com/,Sportswear
Ugg,www.uggaustralia.com/,Sportswear
"Under Armour",www.uamtn.com/,Sportswear
Volcom,http://www.volcom.com/,Sportswear
Arc'teryx,www.arcteryx.com/,Sportswear
Athleta,www.athleta.com/,Sportswear
Billabong,www.billabong.com/,Sportswear
Brooks,www.brooksrunning.com/,Sportswear
Burton,www.burton.com/,Sportswear
"Vineyard Vines",vineyardvines.com,Sportswear
"Columbia Sportswear",www.columbia.com,Sportswear
Converse,www.converse.com/,Sportswear
Danskin,www.danskin.com/,Sportswear
Fila,www.fila.com/,Sportswear
Hurley,www.hurley.com/,Sportswear
L.L.Bean,www.llbean.com/,Sportswear
"New Balance",www.newbalance.com/,Sportswear
"Eddie Bauer",www.eddiebauer.com/,Sportswear
Merrell,www.merrell.com/,Sportswear
Mizuno,www.mizunousa.com/,Sportswear
Speedo,www.speedousa.com/home/index.jsp,Sportswear
"Speedo USA",www.speedousa.com/,Sportswear
Adidas,www.adidas.com/,Sportswear
Puma,www.puma.com/,Sportswear
"Golf Town",www.golftown.com,Sportswear
Nike,www.nike.com/,Sportswear
"Converse Japan",www.converse.co.jp/,Sportswear
Oakley,www.oakley.com/,Sportswear
Electric,www.electricvisual.com/,Sportswear
Fitbit,www.fitbit.com/,Sportswear
Nautica,www.nautica.com/home/index.jsp,Sportswear
"Mountain Equipment Co-op",www.mec.ca/,Sportswear
Cobra,www.cobragolf.com/,Sportswear
"Eastern Mountain Sports",www.ems.com/,Sportswear
Champion,www.championusa.com/,Sportswear
Tretorn,www.tretorn.com/,Sportswear
Endomondo,www.endomondo.com/,Sportswear
Hakle,www.hakle.de/,"Consumer Packaged Goods"
"Speed Stick",www.colgate.com/app/Speedstick/US/EN/HomePage.cvsp,"Consumer Packaged Goods"
"Campbell Soup Company",www.campbellsoupcompany.com/,"Consumer Packaged Goods"
Windex,www.windex.com/,"Consumer Packaged Goods"
Frosch,www.frosch.de/,"Consumer Packaged Goods"
"Febreze - Germany (inactive)",www.febreze.de/,"Consumer Packaged Goods"
Libman,www.libman.com/,"Consumer Packaged Goods"
Colhogar,www.colhogar.com/,"Consumer Packaged Goods"
Pledge,www.pledge.com/,"Consumer Packaged Goods"
"Thirst Pockets",www.thirstpockets.co.uk/,"Consumer Packaged Goods"
Tilex,www.tilex.com/,"Consumer Packaged Goods"
Oikos,www.oikosyogurt.com/,"Consumer Packaged Goods"
Rayovac,www.rayovac.com/,"Consumer Packaged Goods"
Dawn,www.dawn-dish.com/,"Consumer Packaged Goods"
Gain,www.ilovegain.com/,"Consumer Packaged Goods"
Nabisco,www.snackworks.com/,"Consumer Packaged Goods"
"Red Bull",www.redbull.com/en/,"Consumer Packaged Goods"
OxiClean,www.oxiclean.com,"Consumer Packaged Goods"
Snuggle,www.snuggle.com/,"Consumer Packaged Goods"
"SCA Group",www.sca.com/,"Consumer Packaged Goods"
"Cillit Bang",www.cillitbang.it/,"Consumer Packaged Goods"
Frito-Lay,www.fritolay.com/,"Consumer Packaged Goods"
"S.C. Johnson & Son",www.scjohnson.com/,"Consumer Packaged Goods"
Energizer,www.energizer.com/Pages/default.aspx,"Consumer Packaged Goods"
Maille,www.maille.com,"Consumer Packaged Goods"
Cheer,www.cheer.com/,"Consumer Packaged Goods"
"Formula 409",www.formula409.com/,"Consumer Packaged Goods"
Finish,www.finishdishwashing.com/,"Consumer Packaged Goods"
Resolve,www.powerofresolve.com/,"Consumer Packaged Goods"
"Monster Energy",www.monsterenergy.com/,"Consumer Packaged Goods"
"General Mills",www.generalmills.com/,"Consumer Packaged Goods"
Nestle,www.nestleusa.com/,"Consumer Packaged Goods"
Woolite,www.woolite.us/,"Consumer Packaged Goods"
Viva,www.vivatowels.com/,"Consumer Packaged Goods"
"Kellogg Company",www.kelloggcompany.com/en_US/home.html,"Consumer Packaged Goods"
"Prestige Brand Holdings",prestigebrandsinc.com/,"Consumer Packaged Goods"
"Energizer Holdings",www.energizerholdings.com/Pages/default.aspx,"Consumer Packaged Goods"
Lysol,www.lysol.com/,"Consumer Packaged Goods"
"Mr. Clean",www.mrclean.com/,"Consumer Packaged Goods"
Purex,www.purex.com/,"Consumer Packaged Goods"
"Hershey Co",www.thehersheycompany.com/,"Consumer Packaged Goods"
Eveready,www.eveready.com/,"Consumer Packaged Goods"
Charmin,www.charmin.com/,"Consumer Packaged Goods"
Ecover,us.ecover.com,"Consumer Packaged Goods"
Cottonelle,www.cottonelle.com/,"Consumer Packaged Goods"
Colgate-Palmolive,www.colgatepalmolive.com/app/Colgate/US/CompanyHomePage.cvsp,"Consumer Packaged Goods"
Clorox,www.clorox.com/,"Consumer Packaged Goods"
"Seventh Generation",www.seventhgeneration.com/,"Consumer Packaged Goods"
"Persil universe (Surf/Skip/OMO)",www.persil.fr/,"Consumer Packaged Goods"
PepsiCo,www.pepsico.com/,"Consumer Packaged Goods"
"Home Made Simple",www.pgeveryday.com/home-garden,"Consumer Packaged Goods"
Iams,www.iams.com/,"Consumer Packaged Goods"
Swiffer,www.swiffer.com/,"Consumer Packaged Goods"
Pine-Sol,www.pinesol.com/,"Consumer Packaged Goods"
Wisk,www.wisk.com/,"Consumer Packaged Goods"
"Danone Groupe",www.danone.com/en/,"Consumer Packaged Goods"
"Earth Friendly Products",www.ecos.com/,"Consumer Packaged Goods"
Duracell,www.duracell.com/,"Consumer Packaged Goods"
Rainett,www.rainett.fr/,"Consumer Packaged Goods"
Drano,www.drano.com/,"Consumer Packaged Goods"
Era,www.eradetergent.com/,"Consumer Packaged Goods"
"Mrs. Meyer's Clean Day",www.mrsmeyers.com/,"Consumer Packaged Goods"
Liquid-Plumr,www.liquidplumr.com/,"Consumer Packaged Goods"
"Hillshire Brands",www.hillshirebrands.com/,"Consumer Packaged Goods"
"Church & Dwight",www.churchdwight.com/,"Consumer Packaged Goods"
Renuzit,www.renuzit.com/,"Consumer Packaged Goods"
Mars,www.mars.com/global/index.aspx,"Consumer Packaged Goods"
Scott,www.scottbrand.com/,"Consumer Packaged Goods"
"Quilted Northern",www.quiltednorthern.com/,"Consumer Packaged Goods"
"Grupo Bimbo",www.grupobimbo.com/en/index.html,"Consumer Packaged Goods"
"Green Works",www.greenworkscleaners.com/,"Consumer Packaged Goods"
Daz,www.dazwhite.co.uk/,"Consumer Packaged Goods"
"Kraft Foods Group",www.kraftfoodsgroup.com/home/index.aspx,"Consumer Packaged Goods"
Zewa,www.zewa.de/,"Consumer Packaged Goods"
Comet,cometcleanser.com/,"Consumer Packaged Goods"
Cushelle,cushelle.com,"Consumer Packaged Goods"
"ConAgra Foods",www.conagrafoods.com/,"Consumer Packaged Goods"
"L'Arbre Vert",www.arbrevert.fr/,"Consumer Packaged Goods"
Loblaws,www.loblaws.ca/,"Consumer Packaged Goods"
Downy,www.downy.com/,"Consumer Packaged Goods"
Glade,www.glade.com/,"Consumer Packaged Goods"
Fabuloso,www.colgate.com/app/Colgate/US/HC/Products/HouseholdCleaners/Fabuloso.cvsp,"Consumer Packaged Goods"
Metro,www.metro.ca/home.en.html,"Consumer Packaged Goods"
"Future Shop",www.futureshop.ca/,Electronics
"The Source",www.thesource.ca/,Electronics
Panasonic,shop.panasonic.com/,Electronics
"Herbal Essences",us.herbalessences.com/en-US/hair-care,"Hair Care"
Clear,www.clearhaircare.com/,"Hair Care"
"Selsun Blue",www.selsunblue.com/,"Hair Care"
"Deva Curl",www.mydevacurl.com/,"Hair Care"
Avlon,www.avlon.com/,"Hair Care"
"TONI & GUY Hair Meet Wardrobe",www.hairmeetwardrobe.us/,"Hair Care"
Zotos,zotos.com/,"Hair Care"
Ouidad,www.ouidad.com/,"Hair Care"
"KMS California",www.kmscalifornia.com/,"Hair Care"
Alterna,www.alternahaircare.com/,"Hair Care"
SheaMoisture,www.sheamoisture.com/,"Hair Care"
Leon's,www.leons.ca,Cross-Sector
HEB,www.heb.com/index.jsp,Cross-Sector
"Home Hardware",www.homehardware.ca/en/index.htm,Cross-Sector
Staples,www.staples.com/,Cross-Sector
"London Drugs",www.londondrugs.com/,Cross-Sector
Lowe's,www.lowes.com,Cross-Sector
"The Brick",www1.thebrick.com,Cross-Sector
"Jean Coutu",www.jeancoutu.com/,Cross-Sector
Costco,www.costco.com/,Cross-Sector
Rexall,www.rexall.ca/,Cross-Sector
"Canadian Tire",www.canadiantire.ca/en.html,Cross-Sector
"Quaker Oats",www.quakeroats.com/home.aspx,Food
Fritos,www.fritolay.com/our-snacks/fritos.html,Food
Doritos,www.fritolay.com/our-snacks/doritos.html,Food
M&M's,www.mms.com/,Food
Oreo,www.oreo.com/default.aspx,Food
"Little Debbie",www.littledebbie.com/,Food
Coffee-mate,www.coffee-mate.com/default.aspx?AspxAutoDetectCookieSupport=1,Food
Barilla,www.barilla.com/,Food
Knorr,www.knorr.com/,Food
Keebler,www.keebler.com/,Food
Heinz,www.heinzketchup.com/,Food
Thomas,www.thomasbagels.com/,Food
"Birds Eye",www.birdseye.com/,Food
"Clif Bar",www.clifbar.com/,Food
"Del Monte",www.delmonte.com/,Food
"Hillshire Farm",www.hillshirefarm.com/,Food
Similac,similac.com/,Food
"Ben & Jerry's",www.benjerry.com/,Food
Banquet,www.banquet.com/,Food
Progresso,progresso.com/,Food
"Fresh Express",www.freshexpress.com/,Food
"Green Giant",greengiant.com/,Food
Lipton,www.liptontea.com/,Food
Cheetos,www.fritolay.com/our-snacks/cheetos.html,Food
Pringles,www.pringles.com/en_US/home.html,Food
Campbell's,www.campbellskitchen.com/,Food
Magnum,www.magnumicecream.com/,Food
"Marie Callender's",www.mariecallendersmeals.com/,Food
"Horizon Organic",www.horizondairy.com/,Food
Entenmann's,www.entenmanns.com/,Food
Breyers,www.breyers.com/,Food
Hormel,www.hormel.com/,Food
Danone,www.dannon.com/,Food
Gerber,www.gerber.com,Food
Lays,www.fritolay.com/snacks/product-page/lays,Food
DiGiorno,www.digiorno.com/,Food
Planters,planters.com/,Food
"Hot Pockets",www.hotpockets.com/,Food
Stouffer's,www.stouffers.com/,Food
Snickers,www.snickers.com/,Food
Enfamil,www.enfamil.com,Food
Johnsonville,www.johnsonville.com/home.html,Food
Ragu,www.ragu.com/,Food
Hellmann's,www.hellmanns.com/,Food
Hershey's,www.hersheys.com/,Food
Ruffles,www.fritolay.com/our-snacks/ruffles.html,Food
Dole,www.dole.com,Food
Chobani,chobani.com/home,Food
"Earth's Best",www.earthsbest.com/,Food
"Earthbound Farm",www.ebfarm.com/,Food
Kellogg's,www.kelloggs.com/en_US/home.html,Food
Reese's,www.hersheys.com/reeses/,Food
"Nature's Own",www.naturesownbread.com/,Food
Dreyer's/Edy's,www.dreyers.com/,Food
Pillsbury,www.pillsbury.com/,Food
"Stonyfield Farms",www.stonyfield.com/,Food
"Weight Watchers",www.weightwatchers.com/,Food
"Jimmy Dean",www.jimmydean.com/,Food
Yoplait,www.yoplait.com/,Food
"Nature Valley",www.naturevalley.com/,Food
Kraft,www.kraftrecipes.com/home.aspx,Food
McCormick,www.mccormick.com/,Food
Philadelphia,www.kraftrecipes.com/philadelphia/default.aspx,Food
"Jack Link's",www.jacklinks.com/,Food
"Land O'Lakes",www.landolakes.com/,Food
Cheerios,www.cheerios.com/,Food
Kashi,www.kashi.com/,Food
"Amy's Kitchen",www.amys.com/,Food
Wrigley's,www.wrigley.com/global/index.aspx,Food
Cheez-It,www.cheez-it.com/,Food
Haagen-Dazs,www.haagendazs.com/,Food
Tostitos,http://www.fritolay.com/snacks/product-page/tostitos,Food
Totino's,www.totinos.com/,Food
KitKat,www.hersheys.com/kitkat/default.aspx,Food
"Pepperidge Farm",www.pepperidgefarm.com/,Food
Velveeta,www.kraftrecipes.com/Products/velveeta-hub.aspx,Food
Post,www.postfoods.com/,Food
Sargento,www.sargento.com/,Food
"Betty Crocker",www.bettycrocker.com/,Food
Tyson,www.tyson.com/,Food
"Oscar Mayer",www.kraftbrands.com/oscarmayer/,Food
"Sinful Colors",www.sinfulcolors.com/,"Beauty & Skincare"
"Dr. Brandt",www.drbrandtskincare.com/,"Beauty & Skincare"
"Maybelline New York",maybelline.com,"Beauty & Skincare"
"Yves Saint Laurent Beauty",yslbeautyus.com,"Beauty & Skincare"
Aveda,Aveda.com,"Beauty & Skincare"
Clinique,clinique.com,"Beauty & Skincare"
"Elizabeth Arden",ElizabethArden.com,"Beauty & Skincare"
"Estee Lauder",esteelauder.com,"Beauty & Skincare"
"L'OCCITANE en Provence",usa.loccitane.com,"Beauty & Skincare"
Origins,www.origins.com/index.tmpl,"Beauty & Skincare"
SK-II,www.sk-ii.com/,"Beauty & Skincare"
Nivea,niveausa.com,"Beauty & Skincare"
"Bumble and Bumble",www.bumbleandbumble.com/,"Beauty & Skincare"
"Carol's Daughter",carolsdaughter.com,"Beauty & Skincare"
Philosophy,philosophy.com,"Beauty & Skincare"
"Rimmel London",us.rimmellondon.com,"Beauty & Skincare"
Cetaphil,cetaphil.com,"Beauty & Skincare"
Proactiv,proactiv.com,"Beauty & Skincare"
Aveeno,www.aveeno.com/,"Beauty & Skincare"
Garnier,garnierusa.com,"Beauty & Skincare"
"Giorgio Armani Beauty",giorgioarmanibeauty-usa.com,"Beauty & Skincare"
"Helena Rubinstein",www.helenarubinstein.com/fr/,"Beauty & Skincare"
Kerastase,www.kerastase-usa.com/,"Beauty & Skincare"
"L'Oreal Paris",www.lorealparisusa.com/,"Beauty & Skincare"
"La Roche-Posay",laroche-posay.us,"Beauty & Skincare"
Matrix,www.matrix.com/,"Beauty & Skincare"
Mizani,www.mizani.com/,"Beauty & Skincare"
Redken,www.redken.com/,"Beauty & Skincare"
"La Prairie",www.laprairie.com/,"Beauty & Skincare"
OPI,opi.com,"Beauty & Skincare"
"Sally Hansen",sallyhansen.com/,"Beauty & Skincare"
Essie,essie.com,"Beauty & Skincare"
"Laura Mercier",www.lauramercier.com,"Beauty & Skincare"
"NARS Cosmetics",narscosmetics.com,"Beauty & Skincare"
"MAC Cosmetics",maccosmetics.com,"Beauty & Skincare"
Skinceuticals,skinceuticals.com,"Beauty & Skincare"
Softsheen-Carson,www.softsheen-carson.com/,"Beauty & Skincare"
Vichy,vichyusa.com,"Beauty & Skincare"
Fresh,fresh.com,"Beauty & Skincare"
"Make Up For Ever",makeupforever.com,"Beauty & Skincare"
"Mary Kay",marykay.com,"Beauty & Skincare"
Murad,www.murad.com/,"Beauty & Skincare"
"Perricone MD",perriconemd.com,"Beauty & Skincare"
CoverGirl,covergirl.com,"Beauty & Skincare"
Olay,www.olay.com/,"Beauty & Skincare"
"Paul Mitchell",www.paulmitchell.com/,"Beauty & Skincare"
"Alberto VO5",www.vo5haircare.com/,"Beauty & Skincare"
"American Crew",www.americancrew.com/,"Beauty & Skincare"
Aussie,www.aussie.com/,"Beauty & Skincare"
"Catwalk by TIGI",www.catwalkbytigi.com/,"Beauty & Skincare"
"Clairol Professional",www.clairolprofessional.com/,"Beauty & Skincare"
Finesse,www.finessehaircare.com/,"Beauty & Skincare"
Fekkai,www.fekkai.com/,"Beauty & Skincare"
Almay,almay.com,"Beauty & Skincare"
got2b,www.got2b.us/got2b/us/en/home.html,"Beauty & Skincare"
"Head & Shoulders",www.headandshoulders.com/en-US/,"Beauty & Skincare"
"John Frieda",www.johnfrieda.com/en-US/Home,"Beauty & Skincare"
"Just For Men",www.justformen.com/,"Beauty & Skincare"
"Living Proof",www.livingproof.com/,"Beauty & Skincare"
Moroccanoil,www.moroccanoil.com/usa/h_us_en,"Beauty & Skincare"
Clairol,www.clairol.com/,"Beauty & Skincare"
Nioxin,nioxin.com/,"Beauty & Skincare"
Revlon,www.revlon.com/,"Beauty & Skincare"
Organix,www.organixhair.com/,"Beauty & Skincare"
"Pert Plus",www.pertplus.com/,"Beauty & Skincare"
Pureology,www.pureology.com/,"Beauty & Skincare"
Schwarzkopf,www.schwarzkopf-professional.com/,"Beauty & Skincare"
"Sebastian Professional",www.sebastianprofessional.com/,"Beauty & Skincare"
"Shu Uemura Art of Hair",www.shuuemuraartofhair-usa.com/,"Beauty & Skincare"
"TIGI Bed Head",www.bedhead.com/,"Beauty & Skincare"
"Bare Escentuals",bareminerals.com,"Beauty & Skincare"
Wen,www.wen.com/,"Beauty & Skincare"
JOICO,www.joico.com/,"Beauty & Skincare"
"Burt's Bees",www.burtsbees.com/,"Beauty & Skincare"
"La Mer",cremedelamer.com,"Beauty & Skincare"
Pravana,www.pravana.com/,"Beauty & Skincare"
Ojon,www.ojon.com/,"Beauty & Skincare"
Avon,avon.com,"Beauty & Skincare"
Rogaine/Regaine,www.rogaine.com/,"Beauty & Skincare"
Caress,www.caressskin.com/,"Beauty & Skincare"
Motions,www.motionshair.com/,"Beauty & Skincare"
"Trish McEvoy",trishmcevoy.com,"Beauty & Skincare"
"Urban Decay",urbandecay.com,"Beauty & Skincare"
"Vidal Sassoon",www.vidalsassoon.com/,"Beauty & Skincare"
"Lever 2000",www.lever2000.com/,"Beauty & Skincare"
Q-Tips,www.qtips.com/,"Beauty & Skincare"
"Irish Spring",www.colgate.com/app/IrishSpring/US/EN/Products/Deodorant.cvsp,"Beauty & Skincare"
Zest,www.zest.com/,"Beauty & Skincare"
Softsoap,www.colgate.com/app/Softsoap/US/EN/Liquid-Hand-Soap.cvsp,"Beauty & Skincare"
Ivory,ivory.com/,"Beauty & Skincare"
Dial,www.dialsoap.com/,"Beauty & Skincare"
Tone,www.toneskincare.com/,"Beauty & Skincare"
StriVectin,strivectin.com/,"Beauty & Skincare"
Guerlain,www.guerlain.com/us/en-us,"Beauty & Skincare"
"Jo Malone",www.jomalone.com/,"Beauty & Skincare"
"Marc Jacobs Fragrance",marcjacobsfragrances.com,"Beauty & Skincare"
"Paris Hilton Fragrance",perfumesbyparis.com/,"Beauty & Skincare"
Neutrogena,www.neutrogena.com/,"Beauty & Skincare"
Pantene,www.pantene.com/,"Beauty & Skincare"
Clarins,clarinsusa.com,"Beauty & Skincare"
Kiehl's,www.kiehls.com,"Beauty & Skincare"
"Benefit Cosmetics",benefitcosmetics.com,"Beauty & Skincare"
Dermalogica,www.dermalogica.com/,"Beauty & Skincare"
Avene,www.aveneusa.com/,"Beauty & Skincare"
"Bobbi Brown",bobbibrowncosmetics.com,"Beauty & Skincare"
"Celine Dion Fragrances",www.celinedionbeauty.com/,"Beauty & Skincare"
"Collection Cosmetics",www.collectioncosmetics.co.uk/,"Beauty & Skincare"
Lancome,lancome-usa.com,"Beauty & Skincare"
Axe/Lynx,www.theaxeeffect.com/,"Beauty & Skincare"
Dove,dove.us,"Beauty & Skincare"
Nexxus,www.nexxus.com/,"Beauty & Skincare"
Pond's,www.ponds.com/,"Beauty & Skincare"
Simple,www.simpleskincare.com/,"Beauty & Skincare"
"St. Ives",www.stives.com/,"Beauty & Skincare"
Suave,www.suave.com/,"Beauty & Skincare"
TRESemme,www.tresemme.com/,"Beauty & Skincare"
Shiseido,www.shiseido.com,"Beauty & Skincare"
"Smashbox Cosmetics",www.smashbox.com,"Beauty & Skincare"
"New York Color",newyorkcolor.com/,"Beauty & Skincare"
Labello,int.labello.com/,"Beauty & Skincare"
Catrice,www.catrice.eu/en/home.html,"Beauty & Skincare"
Weleda,www.weleda.fr/,"Beauty & Skincare"
"Dr. Miracle's",www.drmiracles.com/,"Beauty & Skincare"
Galenic,www.galenic.com/,"Beauty & Skincare"
"Cera di Cupra",www.ceradicupra.it/,"Beauty & Skincare"
"Marc Jacobs Beauty",www.marcjacobsbeauty.com/,"Beauty & Skincare"
"Calvin Klein Fragrance",www.calvinklein.com/,"Beauty & Skincare"
"Clean & Clear",www.cleanandclear.com/,"Beauty & Skincare"
"Emanuel Ungaro",www.ungaro.com/#/home,"Beauty & Skincare"
"Physician's Formula",www.physiciansformula.com/en-us/default.html,"Beauty & Skincare"
Tarte,tartecosmetics.com/,"Beauty & Skincare"
"e.l.f. Cosmetics",www.eyeslipsface.com/,"Beauty & Skincare"
Collistar,www.collistar.com/index.asp,"Beauty & Skincare"
Florena,www.florena.de/,"Beauty & Skincare"
"Gillette Venus",www.gillettevenus.com/,"Beauty & Skincare"
"Miss Jessie's",missjessies.com/,"Beauty & Skincare"
Dermablend,www.dermablend.com/,"Beauty & Skincare"
"Lady Gaga Fragrances",www.hauslaboratories.com/fame,"Beauty & Skincare"
"Puma Fragrances",www.puma-fragrances.com/,"Beauty & Skincare"
Hormocenta,www.hormocenta-kosmetik.de/,"Beauty & Skincare"
"Dunhill Fragrances",www.dunhillfragrances.com/,"Beauty & Skincare"
"Elizabeth Taylor Fragrances",www.elizabethtaylorbeauty.com/,"Beauty & Skincare"
e45,www.e45.co.uk/,"Beauty & Skincare"
Artistry,artistry.com/,"Beauty & Skincare"
Caudalie,us.caudalie.com/,"Beauty & Skincare"
Biore,www.biore.com/en-US/biore-skincare,"Beauty & Skincare"
Gillette,www.gillette.com/,"Beauty & Skincare"
"Wet 'n' Wild",wnwbeauty.com/,"Beauty & Skincare"
Carita,www.caritadirect.com/,"Beauty & Skincare"
"Scorpio Parfums",www.scorpio-parfums.fr/,"Beauty & Skincare"
Sisley,www.sisley-cosmetics.com/us-en/,"Beauty & Skincare"
ORS,www.orshaircare.com/,"Beauty & Skincare"
"em Cosmetics",www.emcosmetics.com/,"Beauty & Skincare"
"Createurs de beaute",www.ccbparis.fr/,"Beauty & Skincare"
"Vera Wang Fragrances",www.verawangfragrances.com/,"Beauty & Skincare"
Phyto,www.phyto-usa.com/,"Beauty & Skincare"
Manhattan,www.manhattan.de/,"Beauty & Skincare"
Deborah,www.deborahmilano.com/it/,"Beauty & Skincare"
"L.K. Bennett",lkbennett.com,Fashion
"Sergio Rossi",sergiorossi.com,Fashion
"Viktor & Rolf",www.viktor-rolf.com/,Fashion
Theory,theory.com,Fashion
Tod's,tods.com,Fashion
Givenchy,givenchy.com,Fashion
Versace,versace.com,Fashion
"Jean Paul Gaultier",www.jeanpaulgaultier.com/,Fashion
Celine,celine.com,Fashion
"Emilio Pucci",emiliopucci.com,Fashion
"Ralph Lauren",ralphlauren.com,Fashion
Dior,dior.com,Fashion
"Reinaldo Lourenco",reinaldolourenco.com,Fashion
"Pedro Lourenco",www.pedrolourenco.com,Fashion
"Gloria Coelho",gloriacoelho.com.br,Fashion
"Tom Ford",tomford.com,Fashion
"Tommy Hilfiger",usa.tommy.com,Fashion
Balenciaga,balenciaga.com,Fashion
Burberry,burberry.com,Fashion
"Carolina Herrera",www.carolinaherrera.com/,Fashion
"Dolce & Gabbana",dolcegabbana.com,Fashion
"Donna Karan",donnakaran.com,Fashion
"Jil Sander",jilsander.com,Fashion
"Nina Ricci",www.ninaricci.com/en-US/,Fashion
"Yves Saint Laurent",ysl.com,Fashion
"Marc Jacobs",marcjacobs.com,Fashion
Missoni,missoni.com,Fashion
"Tory Burch",toryburch.com,Fashion
Longchamp,longchamp.com,Fashion
Fendi,fendi.com,Fashion
"Alexander McQueen",www.alexandermcqueen.com,Fashion
"Kate Spade",katespade.com,Fashion
"Ted Baker",tedbaker.com,Fashion
"Calvin Klein",calvinklein.com,Fashion
Valentino,valentino.com,Fashion
"Hugo Boss",hugoboss.com,Fashion
"Badgley Mischka",badgleymischka.com,Fashion
DKNY,dkny.com,Fashion
"Ermenegildo Zegna",zegna.com,Fashion
"Stella McCartney",stellamccartney.com,Fashion
"Diane von Furstenberg",dvf.com,Fashion
Capodarte,capodarte.com.br,Fashion
"Paul Smith",paulsmith.co.uk,Fashion
"Vivienne Westwood",www.viviennewestwood.com/,Fashion
"Maria Bonita",mariabonita.com.br,Fashion
"Jimmy Choo",jimmychoo.com,Fashion
"Cole Haan",colehaan.com,Fashion
Coach,coach.com,Fashion
"Carlos Miele",www.carlosmiele.com.br/,Fashion
Corello,corello.com.br,Fashion
"Christian Louboutin",christianlouboutin.com,Fashion
"Louis Vuitton",louisvuitton.com,Fashion
Gucci,gucci.com,Fashion
"Giorgio Armani",Armani.com,Fashion
"Filhas de Gaia",filhasdegaia.com.br,Fashion
Chloe,chloe.com,Fashion
"Alfred Dunhill",www.dunhill.com,Fashion
Forum,forum.com.br,Fashion
"Perry Ellis",www.perryellis.com/,Fashion
"Huis Clos",huisclos.com.br,Fashion
Bally,bally.com,Fashion
Belstaff,belstaff.com,Fashion
"Bottega Veneta",www.bottegaveneta.com/,Fashion
"Catherine Malandrino",catherinemalandrino.com,Fashion
Chanel,chanel.com,Fashion
"Derek Lam",dereklam.com,Fashion
Thelure,www.thelure.com.br,Fashion
"Tufi Duek",www.tufiduek.com.br,Fashion
Escada,escada.com,Fashion
Etro,www.etro.com,Fashion
"James Perse",www.jamesperse.com/index.jsp,Fashion
Hermes,hermes.com,Fashion
"John Lobb",www.johnlobb.com,Fashion
"John Varvatos",johnvarvatos.com,Fashion
"Helmut Lang",www.helmutlang.com/,Fashion
"La Perla",www.laperla.com,Fashion
Lancel,lancel.com,Fashion
Lanvin,lanvin.com,Fashion
"Max Mara",maxmara.com,Fashion
"Michael Kors",www.michaelkors.com,Fashion
Moncler,www.moncler.com/,Fashion
Mulberry,mulberry.com,Fashion
"Oscar de la Renta",www.oscardelarenta.com/,Fashion
Prada,prada.com,Fashion
"Roberto Cavalli",robertocavalli.com,Fashion
"Salvatore Ferragamo",ferragamo.com,Fashion
Salinas,salinascompras.com.br,Fashion
"Loro Piana",www.loropiana.com/,Fashion
"Kiki de Montparnasse",kikidm.com,Fashion
"Alice + Olivia",aliceandolivia.com,Fashion
Chapurin,www.chapurin.ru/,Fashion
Goyard,goyard.com,Fashion
Vince,www.vince.com,Fashion
"Reed Krakoff",www.reedkrakoff.com/,Fashion
Joop!,joop.com/de/de/,Fashion
"Rebecca Taylor",www.rebeccataylor.com/,Fashion
"Rebecca Minkoff",rebeccaminkoff.com,Fashion
"Vera Wang",www.verawang.com/,Fashion
"Eileen Fisher",www.eileenfisher.com/,Fashion
Loewe,www.perfumesloewe.com/,Fashion
Richards,richards.com.br,Fashion
Church,church-footwear.com,Fashion
Tibi,www.tibi.com/,Fashion
"Canada Goose",www.canada-goose.com/,Fashion
"Comme Des Garcons",comme-des-garcons.com,Fashion
Zagliani,zagliani.it,Fashion
"Elie Tahari",www.elietahari.com/,Fashion
"Maria Golubeva",www.maria-golubeva.com/,Fashion
"Denis Simachev",www.denissimachev.com/,Fashion
"Miu Miu",miumiu.com,Fashion
"Manolo Blahnik",www.manoloblahnik.com,Fashion
Squarespace,www.squarespace.com,Marketing/Advertising/Tech
Intuit,www.intuit.com/,Marketing/Advertising/Tech
Bloglovin,www.bloglovin.com/,Media
"Century 21",c21stores.com,Other
"Go Daddy",godaddy.com,Other
WeatherTech,www.weathertech.com/,Other
Ray-Ban,www.ray-ban.com,Other
"MyFitnessPal Application",www.myfitnesspal.com,Other
Rihanna,www.rihannanow.com/rihanna-now/,Other
"Being Girl",www.beinggirl.com/,Other
"Katy Perry",www.katyperry.com/,Other
Moleskine,www.moleskine.com/,Other
Turbotax,turbotax.intuit.com/,Other
